Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	PDB	Taxonomic lineage	Taxonomic lineage (Ids)	Organism (ID)
A0A0W1SN82	unreviewed	A0A0W1SN82_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AUR66_13095	Haloferax profundi	760	A0A0W1SN82;		Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1544718
A0A0W1SWM6	unreviewed	A0A0W1SWM6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AUR66_06185	Haloferax profundi	836	A0A0W1SWM6;		Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1544718
A0A0X8V1C6	unreviewed	A0A0X8V1C6_THEX5	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AR505_1072	Thermoplasmatales archaeon (strain ISO4-H5)	692	A0A0X8V1C6;		unclassified Thermoplasmata (no rank), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1234666 (no rank), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	1495144
A0A101IXC4	unreviewed	A0A101IXC4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk XE11_1446	Methanomicrobiales archaeon 53_19	698	A0A101IXC4;		unclassified Methanomicrobiales (no rank), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	38064 (no rank), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1641394
A0A101IXE4	unreviewed	A0A101IXE4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk XE11_1447	Methanomicrobiales archaeon 53_19	705	A0A101IXE4;		unclassified Methanomicrobiales (no rank), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	38064 (no rank), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1641394
A0A124FUW1	unreviewed	A0A124FUW1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk XD88_1009	Methanocalculus sp. 52_23	698	A0A124FUW1;		unclassified Methanocalculus (no rank), Methanocalculus (genus), Methanocalculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2631035 (no rank), 71151 (genus), 1460864 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1641382
A0A124FUW2	unreviewed	A0A124FUW2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk XD88_1010	Methanocalculus sp. 52_23	705	A0A124FUW2;		unclassified Methanocalculus (no rank), Methanocalculus (genus), Methanocalculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2631035 (no rank), 71151 (genus), 1460864 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1641382
A0A139CPT5	unreviewed	A0A139CPT5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AWU58_1342	Methanohalophilus sp. T328-1	690	A0A139CPT5;		unclassified Methanohalophilus (no rank), Methanohalophilus (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2636082 (no rank), 2175 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1794907
A0A139CSR3	unreviewed	A0A139CSR3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AWU59_585	Methanolobus sp. T82-4	721	A0A139CSR3;		unclassified Methanolobus (no rank), Methanolobus (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2629569 (no rank), 2220 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1794908
A0A165L7P5	unreviewed	A0A165L7P5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk AV929_08055	Haloarcula sp. K1	837	A0A165L7P5;		unclassified Haloarcula (no rank), Haloarcula (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2624677 (no rank), 2237 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1622207
A0A1D2QH70	unreviewed	A0A1D2QH70_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk BG842_20655	Haladaptatus sp. W1	707	A0A1D2QH70;		unclassified Haladaptatus (no rank), Haladaptatus (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2622732 (no rank), 367188 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1897478
A0A1D2UXI2	unreviewed	A0A1D2UXI2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk A8273_1342	Methanohalophilus sp. 2-GBenrich	690	A0A1D2UXI2;		unclassified Methanohalophilus (no rank), Methanohalophilus (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2636082 (no rank), 2175 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1884871
A0A1D2WE38	unreviewed	A0A1D2WE38_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk A9758_03490	Methanosphaera sp. A6	717	A0A1D2WE38;		unclassified Methanosphaera (no rank), Methanosphaera (genus), Methanobacteriaceae (family), Methanobacteriales (order), Methanobacteria (class), Methanomada group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2643926 (no rank), 2316 (genus), 2159 (family), 2158 (order), 183925 (class), 2283794 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1860157
A0A1D2WF62	unreviewed	A0A1D2WF62_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk A9239_00410	Methanosarcina sp. A14	712	A0A1D2WF62;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1860098
A0A1D2WU50	unreviewed	A0A1D2WU50_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk A9757_04195	Methanobrevibacter sp. A54	713	A0A1D2WU50;		unclassified Methanobrevibacter (no rank), Methanobrevibacter (genus), Methanobacteriaceae (family), Methanobacteriales (order), Methanobacteria (class), Methanomada group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2638681 (no rank), 2172 (genus), 2159 (family), 2158 (order), 183925 (class), 2283794 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1860156
A0A1E7GGH1	unreviewed	A0A1E7GGH1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk BGV40_00875	Methanosarcina sp. Ant1	712	A0A1E7GGH1;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1882735
A0A1F5DD86	unreviewed	A0A1F5DD86_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk A3K80_02320	Candidatus Bathyarchaeota archaeon RBG_13_38_9	697	A0A1F5DD86;		unclassified Candidatus Bathyarchaeota (no rank), Candidatus Bathyarchaeota (phylum), TACK group (no rank), Archaea (superkingdom), cellular organisms (no rank)	1700837 (no rank), 928852 (phylum), 1783275 (no rank), 2157 (superkingdom), 131567 (no rank)	1797377
A0A1G6VZL2	unreviewed	A0A1G6VZL2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05192552_10334	Haloterrigena hispanica	808	A0A1G6VZL2;		Haloterrigena (genus), Natrialbaceae (family), Natrialbales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	121871 (genus), 1644061 (family), 1644060 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	392421
A0A1G7NDZ0	unreviewed	A0A1G7NDZ0_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04488067_107146	Halorubrum xinjiangense	793	A0A1G7NDZ0;		Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	261291
A0A1G8WIQ2	unreviewed	A0A1G8WIQ2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05216226_10950	Halovenus aranensis	723	A0A1G8WIQ2;		Halovenus (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1377992 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	890420
A0A1G9UDP6	unreviewed	A0A1G9UDP6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04487949_2147	Halogranum gelatinilyticum	766	A0A1G9UDP6;		Halogranum (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	695982 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	660521
A0A1G9ZQG1	unreviewed	A0A1G9ZQG1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05192554_1222	Haloarchaeobius iranensis	709	A0A1G9ZQG1;		Haloarchaeobius (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1269031 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	996166
A0A1H1AEL9	unreviewed	A0A1H1AEL9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk DWB78_00655 SAMN05216278_1297	Halopelagius longus	873			Halopelagius (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1008195 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1236180
A0A1H2WYZ3	unreviewed	A0A1H2WYZ3_HALVA	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05443574_10838	Haloarcula vallismortis (Halobacterium vallismortis)	837	A0A1H2WYZ3;		Haloarcula (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2237 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	28442
A0A1H3EXZ8	unreviewed	A0A1H3EXZ8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04487946_10314	Halobellus clavatus	840	A0A1H3EXZ8;		Halobellus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1073986 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	660517
A0A1H3YHY8	unreviewed	A0A1H3YHY8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04488065_1877	Haloplanus vescus	780	A0A1H3YHY8;		Haloplanus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	376170 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	555874
A0A1H6RZC6	unreviewed	A0A1H6RZC6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05444271_1043	Halohasta litchfieldiae	828	A0A1H6RZC6;		Halohasta (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1450140 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1073996
A0A1H7SJC0	unreviewed	A0A1H7SJC0_HALLR	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04488691_10791	Haloferax larsenii	847	A0A1H7SJC0;		Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	302484
A0A1H8DRZ8	unreviewed	A0A1H8DRZ8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05216388_1001365	Halorientalis persicus	795	A0A1H8DRZ8;		Halorientalis (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1073987 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1367881
A0A1H9A4T6	unreviewed	A0A1H9A4T6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04489841_0335	Natrinema salaciae	870	A0A1H9A4T6;		Natrinema (genus), Natrialbaceae (family), Natrialbales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	88723 (genus), 1644061 (family), 1644060 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1186196
A0A1I0EWT5	unreviewed	A0A1I0EWT5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04488694_107151	Haloterrigena hispanica	808	A0A1I0EWT5;		Haloterrigena (genus), Natrialbaceae (family), Natrialbales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	121871 (genus), 1644061 (family), 1644060 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	392421
A0A1I1G7D5	unreviewed	A0A1I1G7D5_HALHE	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN05444422_10458	Halobiforma haloterrestris	798	A0A1I1G7D5;		Halobiforma (genus), Natrialbaceae (family), Natrialbales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	203193 (genus), 1644061 (family), 1644060 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	148448
A0A1I4BZB8	unreviewed	A0A1I4BZB8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04487950_0831	Halogranum rubrum	794	A0A1I4BZB8;		Halogranum (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	695982 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	553466
A0A1I4S943	unreviewed	A0A1I4S943_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04488696_1847	Methanolobus profundi	712	A0A1I4S943;		Methanolobus (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2220 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	487685
A0A1I6G4G6	unreviewed	A0A1I6G4G6_HALSD	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk SAMN04487937_1596	Halorubrum sodomense	793	A0A1I6G4G6;		Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	35743
