accession	seqid	alntmscore	Taxonomic.lineage	Organism	Phylum	LeidenCluster	tSNE1	tSNE2	info
A0A5C7JID6	0.673	0.9856	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	LC32	92.119064	-15.805365	LC32_cluster
A0A1H5YRW8	0.677	0.9855	Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera chlorobenzoica	Pseudomonadota	NA	NA	NA	NA
A0A2R4BNQ1	0.69	0.985	Thauera aromatica (species), Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera aromatica K172	Pseudomonadota	NA	NA	NA	NA
D5CQF4	0.668	0.9858	Sideroxydans lithotrophicus (species), Sideroxydans (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sideroxydans lithotrophicus (strain ES-1)	Pseudomonadota	NA	NA	NA	NA
A0A1B3LMJ2	0.669	0.9849	unclassified Methyloversatilis (no rank), Methyloversatilis (genus), Sterolibacteriaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methyloversatilis sp. RAC08	Pseudomonadota	NA	NA	NA	NA
A0A401JEC7	0.672	0.9871	Sulfuriferula (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuriferula multivorans	Pseudomonadota	NA	NA	NA	NA
A0A1G0D8H2	0.665	0.9866	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47	Pseudomonadota	NA	NA	NA	NA
A0A1G0ED52	0.665	0.9863	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium RIFCSPHIGHO2_02_FULL_57_16	Pseudomonadota	NA	NA	NA	NA
A0A2T5JZU3	0.68	0.9815	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp2	Pseudomonadota	NA	NA	NA	NA
A0A838LTB0	0.674	0.9903	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1I2XP22	0.684	0.9849	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp14	Pseudomonadota	NA	NA	NA	NA
A0A6N7B7K1	0.655	0.9864	unclassified Gallionellaceae (no rank), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1F3X4B7	0.663	0.9897	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium RBG_16_58_11	Pseudomonadota	NA	NA	NA	NA
A0A4R3YE42	0.659	0.9888	Sulfurirhabdus (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfurirhabdus autotrophica	Pseudomonadota	NA	NA	NA	NA
A0A286C2G8	0.684	0.9811	unclassified Nitrosovibrio (no rank), Nitrosovibrio (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosovibrio sp. Nv4	Pseudomonadota	NA	NA	NA	NA
T0B2Y3	0.673	0.9869	Thauera terpenica (species), Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera terpenica 58Eu	Pseudomonadota	NA	NA	NA	NA
A0A7X7LU39	0.673	0.9881	Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera phenolivorans	Pseudomonadota	NA	NA	NA	NA
A0A1G0AVT4	0.665	0.9868	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium GWA2_54_124	Pseudomonadota	NA	NA	NA	NA
A0A3D2H995	0.665	0.9867	unclassified Gallionella (no rank), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella sp	Pseudomonadota	NA	NA	NA	NA
A0A521Q8U9	0.655	0.9861	unclassified Gallionellaceae (no rank), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1G0BFR9	0.663	0.9878	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium GWA2_60_142	Pseudomonadota	NA	NA	NA	NA
D9SE34	0.665	0.9865	Gallionella capsiferriformans (species), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella capsiferriformans (strain ES-2) (Gallionella ferruginea capsiferriformans (strain ES-2))	Pseudomonadota	NA	NA	NA	NA
A0A3D2FEX0	0.663	0.9879	unclassified Gallionellaceae (no rank), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A7Y8JI81	0.66	0.9874	unclassified Hydrogenophilaceae (no rank), Hydrogenophilaceae (family), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hydrogenophilaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A6S6XVB4	0.664	0.9798	Denitratisoma (genus), Sterolibacteriaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Denitratisoma oestradiolicum	Pseudomonadota	NA	NA	NA	NA
A0A2I6S6K8	0.667	0.9881	Pseudazoarcus (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudazoarcus pumilus	Pseudomonadota	NA	NA	NA	NA
A0A7Y4YMN8	0.657	0.9857	unclassified Sideroxydans (no rank), Sideroxydans (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sideroxydans sp	Pseudomonadota	NA	NA	NA	NA
A0A7Y4SIV8	0.657	0.9856	unclassified Sideroxydans (no rank), Sideroxydans (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sideroxydans sp	Pseudomonadota	NA	NA	NA	NA
A0A522XTQ1	0.693	0.9836	unclassified Rugosibacter (no rank), Rugosibacter (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugosibacter sp	Pseudomonadota	NA	NA	NA	NA
A0A2N4XKU4	0.676	0.9834	unclassified Uliginosibacterium (no rank), Uliginosibacterium (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Uliginosibacterium sp. TH139	Pseudomonadota	NA	NA	NA	NA
A0A1G0DS73	0.662	0.987	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium RIFCSPLOWO2_02_58_13	Pseudomonadota	NA	NA	NA	NA
A0A1G0EM69	0.662	0.9869	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium RIFCSPLOWO2_12_FULL_59_22	Pseudomonadota	NA	NA	NA	NA
A0A1G3IKW1	0.657	0.9855	unclassified Sideroxydans (no rank), Sideroxydans (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sideroxydans sp. GWF2_59_14	Pseudomonadota	NA	NA	NA	NA
A0A522XA45	0.662	0.986	unclassified Gallionella (no rank), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella sp	Pseudomonadota	NA	NA	NA	NA
A0A3B9P064	0.657	0.9854	unclassified Gallionellaceae (no rank), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1G0BL78	0.656	0.985	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium GWA2_55_18	Pseudomonadota	NA	NA	NA	NA
A0A0E9MB09	0.666	0.9869	unclassified Sulfuricella (no rank), Sulfuricella (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuricella sp. T08	Pseudomonadota	NA	NA	NA	NA
A0A7Y3JJ56	0.647	0.9824	unclassified Gallionella (no rank), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella sp	Pseudomonadota	NA	NA	NA	NA
A0A1G5TVN0	0.675	0.9772	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp18	Pseudomonadota	NA	NA	NA	NA
A0A3D2NJH8	0.659	0.9853	unclassified Gallionella (no rank), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella sp	Pseudomonadota	NA	NA	NA	NA
A0A2M7C0E8	0.659	0.9869	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium CG03_land_8_20_14_0_80_55_15	Pseudomonadota	NA	NA	NA	NA
A0A1F3WUH6	0.657	0.9875	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium RBG_16_56_24	Pseudomonadota	NA	NA	NA	NA
A0A1M7FYP8	0.675	0.9772	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp11	Pseudomonadota	NA	NA	NA	NA
A0A2M7J3T0	0.657	0.9869	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium CG_4_8_14_3_um_filter_54_18	Pseudomonadota	NA	NA	NA	NA
A0A1J4Z674	0.659	0.9853	unclassified Gallionellaceae (no rank), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellaceae bacterium CG1_02_56_997	Pseudomonadota	NA	NA	NA	NA
A0A2M8DWW2	0.659	0.9853	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium CG_4_9_14_0_8_um_filter_55_61	Pseudomonadota	NA	NA	NA	NA
A0A0C5JK91	0.691	0.969	Rugosibacter (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugosibacter aromaticivorans	Pseudomonadota	NA	NA	NA	NA
A0A1G4XDN2	0.677	0.9765	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp1	Pseudomonadota	NA	NA	NA	NA
A0A0C3RRN7	0.669	0.9823	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. NpAV	Pseudomonadota	NA	NA	NA	NA
A0A1G5D3Y9	0.667	0.9837	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp13	Pseudomonadota	NA	NA	NA	NA
A0A258ZF98	0.671	0.9861	unclassified Nitrosomonadales (no rank), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionellales bacterium 24-53-125	Pseudomonadota	NA	NA	NA	NA
A0A1P8FQV2	0.672	0.9809	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium GR16-43	Pseudomonadota	NA	NA	NA	NA
S6B8C3	0.647	0.9867	Sulfuricella denitrificans (species), Sulfuricella (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuricella denitrificans (strain DSM 22764 / NBRC 105220 / skB26)	Pseudomonadota	NA	NA	NA	NA
A0A512LAL2	0.664	0.9884	Sulfuriferula (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuriferula plumbiphila	Pseudomonadota	NA	NA	NA	NA
A0A2T5JKX1	0.678	0.9835	unclassified Nitrosospira (no rank), Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira sp. Nsp5	Pseudomonadota	NA	NA	NA	NA
A0A1W6SMJ1	0.666	0.9844	Nitrosospira (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosospira lacus	Pseudomonadota	NA	NA	NA	NA
A0A1H7PNA3	0.666	0.985	Nitrosovibrio (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosovibrio tenuis	Pseudomonadota	NA	NA	NA	NA
A0A2M7Y673	0.673	0.9873	unclassified Rhodocyclales (no rank), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclales bacterium CG_4_9_14_3_um_filter_68_10	Pseudomonadota	NA	NA	NA	NA
A0A1J5BEQ3	0.673	0.9822	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium CG2_30_68_42	Pseudomonadota	NA	NA	NA	NA
A0A0S8C3P4	0.667	0.9887	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium SG8_41	Pseudomonadota	NA	NA	NA	NA
A0A7Y3JY64	0.644	0.983	unclassified Gallionella (no rank), Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gallionella sp	Pseudomonadota	NA	NA	NA	NA
A0A6F8V6Q0	0.659	0.9832	Sulfurimicrobium (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfurimicrobium lacus	Pseudomonadota	NA	NA	NA	NA
A0A139BWF5	0.653	0.9819	Gallionella (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Gallionella acididurans	Pseudomonadota	NA	NA	NA	NA
A0A2X0QV53	0.667	0.9823	Candidatus Nitrotoga (genus), Gallionellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Nitrotoga fabula	Pseudomonadota	NA	NA	NA	NA
A0A257XYJ9	0.653	0.9884	unclassified Hydrogenophilales (no rank), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hydrogenophilales bacterium 12-61-10	Pseudomonadota	NA	NA	NA	NA
A0A258FFY8	0.653	0.9885	unclassified Hydrogenophilales (no rank), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hydrogenophilales bacterium 32-62-9	Pseudomonadota	NA	NA	NA	NA
A0A5C7RPW1	0.663	0.9894	unclassified Thiobacillus (no rank), Thiobacillus (genus), Thiobacillaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiobacillus sp	Pseudomonadota	NA	NA	NA	NA
A0A1Q4ELJ8	0.664	0.9894	unclassified Thiobacillus (no rank), Thiobacillus (genus), Thiobacillaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiobacillus sp. 0-1251	Pseudomonadota	NA	NA	NA	NA
A0A1F4BCY0	0.664	0.9875	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26	Pseudomonadota	NA	NA	NA	NA
