StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC13	A0A1B4V0J5	93.793465	13.923113	Sulfurifustis (genus), Acidiferrobacteraceae (family), Acidiferrobacterales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfurifustis variabilis	Pseudomonadota	0.551	0.9445
SC13	A0A1B8W6W3	77.90588	42.150837	unclassified Bacillus (in: firmicutes) (no rank), Bacillus (genus), Bacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Bacillus sp. FJAT-26390	Bacillota	0.428	0.9604
SC13	A0A1C5KN66	84.18446	40.66446	environmental samples (no rank), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	uncultured Clostridium sp	Bacillota	0.435	0.9579
SC13	A0A1C5QU86	84.37744	38.69195	environmental samples (no rank), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	uncultured Clostridium sp	Bacillota	0.438	0.9603
SC13	A0A1C5Y9J5	84.503914	40.61699	environmental samples (no rank), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	uncultured Clostridium sp	Bacillota	0.438	0.9594
SC13	A0A1C6KJ66	85.17461	41.23492	environmental samples (no rank), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	uncultured Clostridium sp	Bacillota	0.432	0.9648
SC13	A0A1D2S3V9	89.424095	10.338597	unclassified Comamonas (no rank), Comamonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Comamonas sp. SCN 65-56	Pseudomonadota	0.51	0.9338
SC13	A0A1D8IL96	90.38564	25.750057	Acidihalobacter (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidihalobacter yilgarnensis	Pseudomonadota	0.59	0.9842
SC13	A0A1D8K9U3	89.371506	26.96722	Acidihalobacter (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidihalobacter aeolianus	Pseudomonadota	0.598	0.9693
SC13	A0A1E3GCY1	86.447815	16.863607	Piscirickettsia (genus), Piscirickettsiaceae (family), Thiotrichales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Piscirickettsia litoralis	Pseudomonadota	0.514	0.9678
SC13	A0A1E4HJ55	96.94104	21.118122	unclassified Rhodanobacter (no rank), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter sp. SCN 67-45	Pseudomonadota	0.528	0.9745
SC13	A0A1E4Q415	99.76157	52.166245	unclassified Rhodanobacter (no rank), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter sp. SCN 68-63	Pseudomonadota	0.512	0.9583
SC13	A0A1E4ZV03	89.98445	14.588996	unclassified Chromatiales (no rank), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chromatiales bacterium (ex Bugula neritina AB1)	Pseudomonadota	0.509	0.9794
SC13	A0A1E5JQ99	86.43243	9.2186	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella parisiensis	Pseudomonadota	0.475	0.9544
SC13	A0A1F4G5R6	71.395325	0.24533892	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_63_240	Pseudomonadota	0.5	0.9508
SC13	A0A1F6THJ5	97.50251	12.043007	Candidatus Muproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Muproteobacteria bacterium RBG_16_65_31	Pseudomonadota	0.581	0.9729
SC13	A0A1G0GET7	91.47684	25.257565	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium RBG_16_51_14	Pseudomonadota	0.56	0.9875
SC13	A0A1G0K3W7	89.09854	26.788155	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13	Pseudomonadota	0.546	0.985
SC13	A0A1G2W8B7	62.619705	34.002647	unclassified Phenylobacterium (no rank), Phenylobacterium (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31	Pseudomonadota	0.405	0.927
SC13	A0A1G4RCR9	79.17998	41.709545	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus tianmuensis	Bacillota	0.432	0.9576
SC13	A0A1G5PR12	88.328224	42.5964	Thiohalomonas (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiohalomonas denitrificans	Pseudomonadota	0.575	0.9851
SC13	A0A1G7IUJ7	104.765144	50.304996	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. 333MFSha	Pseudomonadota	0.489	0.9506
SC13	A0A1G7JGZ7	99.50596	10.284914	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. 333MFSha	Pseudomonadota	0.535	0.9787
SC13	A0A1G7TRY8	67.62607	5.926058	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. OV458	Pseudomonadota	0.561	0.9434
SC13	A0A1G8Q7L5	74.1325	50.668427	Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas titanicae	Pseudomonadota	0.536	0.9589
SC13	A0A1G9T257	64.35945	38.86075	Maricaulis (genus), Maricaulaceae (family), Maricaulales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Maricaulis salignorans	Pseudomonadota	0.414	0.9243
SC13	A0A1G9ZIH5	77.31122	41.995842	unclassified Paenibacillus (no rank), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sp. yr247	Bacillota	0.425	0.9351
SC13	A0A1H0EJ72	73.576225	47.910614	Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas arcis	Pseudomonadota	0.53	0.9639
SC13	A0A1H1Z3P1	79.25483	41.052094	unclassified Paenibacillaceae (no rank), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillaceae bacterium GAS479	Bacillota	0.44	0.9648
SC13	A0A1H2FAY0	85.86589	32.627403	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas ureae	Pseudomonadota	0.569	0.9841
SC13	A0A1H5UTV5	85.71652	33.05821	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas ureae	Pseudomonadota	0.566	0.9807
SC13	A0A1H6D0Y0	90.35528	44.365765	Marinobacterium (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marinobacterium lutimaris	Pseudomonadota	0.519	0.9546
SC13	A0A1H6QGW5	99.90555	15.938219	Frateuria (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Frateuria terrea	Pseudomonadota	0.529	0.9709
SC13	A0A1H7JXF5	68.54669	6.478512	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. CF402	Pseudomonadota	0.552	0.9593
SC13	A0A1H7MF55	99.4325	14.139201	Ectothiorhodospira (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ectothiorhodospira marina	Pseudomonadota	0.571	0.9831
SC13	A0A1H7WRJ0	103.945206	50.777786	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. UNCMF331Sha3.1	Pseudomonadota	0.498	0.9527
SC13	A0A1H8CYI6	91.313835	23.184944	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. UNCMF331Sha3.1	Pseudomonadota	0.517	0.9718
SC13	A0A1H8GIK5	73.73953	48.927868	Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas aquamarina	Pseudomonadota	0.533	0.9581
SC13	A0A1H8HKQ1	90.26467	16.265291	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas marina	Pseudomonadota	0.564	0.9554
SC13	A0A1H8Q7P9	86.2489	31.597557	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas oligotropha	Pseudomonadota	0.567	0.9441
SC13	A0A1H8QAM6	89.27092	44.29153	Aquisalimonas (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aquisalimonas asiatica	Pseudomonadota	0.549	0.9515
SC13	A0A1H8Z067	101.7485	5.861765	Ectothiorhodospira (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ectothiorhodospira magna	Pseudomonadota	0.575	0.9862
SC13	A0A1H9BHW9	85.45341	33.915592	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas ureae	Pseudomonadota	0.569	0.984
SC13	A0A1H9EV00	83.83655	43.984802	Solimonas (genus), Sinobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Solimonas aquatica	Pseudomonadota	0.568	0.9712
SC13	A0A1H9MV15	90.668495	24.954922	unclassified Nitrosomonas (no rank), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas sp. Nm51	Pseudomonadota	0.558	0.9561
SC13	A0A1H9SHI6	73.5453	48.423393	Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas subterranea	Pseudomonadota	0.535	0.9555
SC13	A0A1H9YBT0	94.99838	8.725482	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas marina	Pseudomonadota	0.558	0.9495
SC13	A0A1I0MAD0	105.533646	50.17513	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. 329MFSha	Pseudomonadota	0.494	0.9512
SC13	A0A1I0NCE3	94.95586	21.75427	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. 329MFSha	Pseudomonadota	0.522	0.9825
SC13	A0A1I1X685	98.50918	7.7673545	Nannocystis (genus), Nannocystaceae (family), Nannocystineae (suborder), Myxococcales (order), Deltaproteobacteria (class), delta/epsilon subdivisions (subphylum), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nannocystis exedens	delta/epsilon subdivisions (subphylum), Pseudomonadota	0.561	0.9797
SC13	A0A1I1YXR9	79.037865	37.18487	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus catalpae	Bacillota	0.445	0.9583
SC13	A0A1I2FW76	95.645935	53.61312	Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella marensis	Pseudomonadota	0.504	0.9596
SC13	A0A1I3SZ86	62.422997	38.01688	unclassified Caulobacter (no rank), Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter sp. UNC279MFTsu5.1	Pseudomonadota	0.404	0.9259
SC13	A0A1I3XQR0	93.11164	24.413008	Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter glycinis	Pseudomonadota	0.499	0.9615
SC13	A0A1I4FGF6	88.72165	26.959084	Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas aestuarii	Pseudomonadota	0.565	0.9866
SC13	A0A1I4NZ77	79.51178	36.652905	unclassified Paenibacillus (no rank), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sp. 1_12	Bacillota	0.427	0.9404
SC13	A0A1I4WJV3	88.57855	27.67657	Dokdonella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dokdonella immobilis	Pseudomonadota	0.535	0.9586
SC13	A0A1I6LDG3	94.715225	23.169474	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. OK004	Pseudomonadota	0.515	0.9595
SC13	A0A1I6MU86	96.32945	53.249004	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. OK004	Pseudomonadota	0.513	0.9584
SC13	A0A1J5J649	95.89528	22.383556	unclassified Zetaproteobacteria (no rank), Zetaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zetaproteobacteria bacterium CG2_30_46_52	Pseudomonadota	0.547	0.9813
SC13	A0A1J8P927	70.90084	51.067802	unclassified Halomonas (no rank), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas sp. QHL1	Pseudomonadota	0.528	0.9552
SC13	A0A1K1N665	90.253365	24.098452	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. UNCMF366Tsu5.1	Pseudomonadota	0.522	0.9695
SC13	A0A1K1NI54	99.59121	51.71466	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. UNCMF366Tsu5.1	Pseudomonadota	0.487	0.9511
