protid	StruCluster
A6LW47	SC02
A7VTS4	SC02
B1MVW0	SC02
B4S9S6	SC02
B9DL40	SC02
C0XJD0	SC02
C1D0P3	SC02
C1DJ30	SC02
C2EN82	SC02
C2KI04	SC02
C5F2E0	SC02
C5QMV8	SC02
C5RBA6	SC02
C6W1M8	SC02
C7XBY4	SC02
C8PQM1	SC02
C9LYK5	SC02
D1AFT8	SC02
D1B706	SC02
D2QKI2	SC02
D2Z4A8	SC02
D3LBD0	SC02
D4FKM5	SC02
D4LA59	SC02
D4YUA5	SC02
D5T3Q6	SC02
D7VKQ6	SC02
D9Y5U0	SC02
E3H9K3	SC02
E3PX66	SC02
E4SJ05	SC02
E4TM19	SC02
E7FMP8	SC02
E8LGZ7	SC02
F0HXF4	SC02
F0K0F9	SC02
F0RLK2	SC02
F0TE73	SC02
F2LZL3	SC02
F2NTU4	SC02
F3QIH1	SC02
F4LMJ1	SC02
F5YFF0	SC02
F7QYY4	SC02
F8EY27	SC02
G0UGG1	SC02
G0VRY7	SC02
G2SQ63	SC02
G6F530	SC02
G7M4Z8	SC02
G9WHG8	SC02
G9ZTQ7	SC02
H0UQA5	SC02
H4GJ73	SC02
H7ENG9	SC02
H8GSL4	SC02
I0AHB6	SC02
I0K8W0	SC02
I0XA88	SC02
I2GNN6	SC02
I4AJI5	SC02
I7JXR0	SC02
J1H7Z2	SC02
J1L200	SC02
J4WWT1	SC02
J9GYR9	SC02
J9YI32	SC02
K0D8H8	SC02
K0NRY5	SC02
K0NSY7	SC02
K1KHY7	SC02
K5ZV53	SC02
K6TIX5	SC02
K9DBU6	SC02
L0DLF3	SC02
L8LTD8	SC02
M5AC56	SC02
M5J614	SC02
M7NSB2	SC02
Q03SH6	SC02
Q03ZK1	SC02
Q04DJ2	SC02
Q0YRJ1	SC02
Q1GBB4	SC02
Q1J193	SC02
Q47T56	SC02
Q4A040	SC02
Q4L8X9	SC02
Q5HLE0	SC02
Q8CR71	SC02
R5A8M3	SC02
R5DNE2	SC02
R5EEC5	SC02
R5VWB6	SC02
R5YK00	SC02
R6ANF8	SC02
R6HD38	SC02
R6I7G8	SC02
R6MWK0	SC02
R6N1A3	SC02
R6NRA9	SC02
R6P283	SC02
R6QWY0	SC02
R6TAB4	SC02
R6WU33	SC02
R7C2X8	SC02
R7DFI5	SC02
R7KLW6	SC02
R7MKT9	SC02
S2Y060	SC02
S3KHQ1	SC02
S3LPZ4	SC02
S7HT91	SC02
T1DVI0	SC02
U2QRG4	SC02
V5WLJ4	SC02
W6N7G6	SC02
W7DWS7	SC02
W8EYM9	SC02
W9EGS1	SC02
X0PII9	SC02
A0A0G9MZG8	SC03
A0A066PW50	SC03
A0A085EQY9	SC03
A0A086MIP3	SC03
A0A089NKL3	SC03
A0A0A1PDJ6	SC03
A0A0C6FRR7	SC03
A0A0D7ETK9	SC03
A0A0D7PKN3	SC03
A0A0D7QAZ7	SC03
A0A0H0XQX5	SC03
A0A0H1R8B0	SC03
A0A0H4VJ04	SC03
A0A0H5BC34	SC03
A0A0J6SCH4	SC03
A0A0J6T013	SC03
A0A0J6W017	SC03
A0A0K6H4G2	SC03
A0A0L6JD13	SC03
A0A0N1B8Z1	SC03
A0A0N1LSB7	SC03
A0A0P7XW55	SC03
A0A0Q3I3D8	SC03
A0A0Q4TIG8	SC03
A0A0Q4UF61	SC03
A0A0Q4WX10	SC03
A0A0Q4XFM4	SC03
A0A0Q4XGB3	SC03
A0A0Q4ZCQ2	SC03
A0A0Q5DHK4	SC03
A0A0Q5VF51	SC03
A0A0Q5ZE85	SC03
A0A0Q6K7C8	SC03
A0A0Q9I693	SC03
A0A0Q9IA19	SC03
A0A0R3BQZ5	SC03
A0A0S3PYG2	SC03
A0A0S9C9V9	SC03
A0A0S9QFY5	SC03
A0A0S9QZZ7	SC03
A0A0S9S888	SC03
A0A0T0PUF3	SC03
A0A0V7ZBQ0	SC03
A0A101JZL9	SC03
A0A120FS49	SC03
A0A126P2T7	SC03
A0A147I7P0	SC03
A0A160PF16	SC03
A0A162JY20	SC03
A0A164A8Y4	SC03
A0A179S8D3	SC03
A0A192IQK4	SC03
A0A1A7QPW6	SC03
A0A1B2ELH4	SC03
A0A1B3NL43	SC03
A0A1B3ZDM4	SC03
A0A1D7U414	SC03
A0A1E1V911	SC03
A0A1E2RWI6	SC03
A0A1E3ENV7	SC03
A0A1E4CQP1	SC03
A0A1E4DR49	SC03
A0A1F2SXF7	SC03
A0A1G5B4U5	SC03
A0A1G5NI64	SC03
A0A1G5T0X4	SC03
A0A1G6Y098	SC03
A0A1G7DT50	SC03
A0A1G9TUI0	SC03
A0A1H1I7P1	SC03
A0A1H2G0V1	SC03
A0A1H4M950	SC03
A0A1H4NJQ0	SC03
A0A1H4PWC0	SC03
A0A1H4ZBN8	SC03
A0A1H6MFI3	SC03
A0A1H7G7N1	SC03
A0A1H7HKQ6	SC03
A0A1H8Y4J2	SC03
A0A1H8Y8N9	SC03
A0A1I1CUK8	SC03
A0A1I2HYC6	SC03
A0A1I2W6K3	SC03
A0A1I3E815	SC03
A0A1I3EVD9	SC03
A0A1I3WW71	SC03
A0A1I4DUN2	SC03
A0A1I4TCP6	SC03
A0A1I6PAE3	SC03
A0A1I7FRR3	SC03
A0A1I7H4Q6	SC03
A0A1M2ZSB6	SC03
A0A1M3CDI6	SC03
A0A1M3DGK4	SC03
A0A1N6NFQ8	SC03
A0A1P8QV23	SC03
A0A1Q3K0S0	SC03
A0A1Q3K551	SC03
A0A1Q4BV34	SC03
A0A1Q7BF68	SC03
A0A1R1QGX4	SC03
A0A1S1P539	SC03
A0A1T5G799	SC03
A0A1V1PSU8	SC03
A0A1V4HZ90	SC03
A0A1W6MQR6	SC03
A0A1W6RLQ1	SC03
A0A1W9HVN5	SC03
A0A1W9I2Y6	SC03
A0A1W9JW11	SC03
A0A1W9K440	SC03
A0A1W9KIB6	SC03
A0A1Z8KT48	SC03
A0A1Z8Q6I2	SC03
A0A1Z9XZ43	SC03
A0A239IYX1	SC03
A0A257KGJ8	SC03
A0A257NSI9	SC03
A0A257Q6T4	SC03
A0A257YGR0	SC03
A0A258A6T8	SC03
A0A258CQM8	SC03
A0A258FZC8	SC03
A0A258I1I2	SC03
A0A258RJM1	SC03
A0A258RQY9	SC03
A0A258SJI9	SC03
A0A258THQ3	SC03
A0A285TRL7	SC03
A0A2A2VBH8	SC03
A0A2A4HXQ2	SC03
A0A2A4IB84	SC03
A0A2A6NEH5	SC03
A0A2D5F3W4	SC03
A0A2D7FH05	SC03
A0A2D7FNS8	SC03
A0A2D7FRX9	SC03
A0A2D7TQ06	SC03
A0A2D8S1Y6	SC03
A0A2E0M6G5	SC03
A0A2E0Q3W4	SC03
A0A2E1EFT1	SC03
A0A2E3PY92	SC03
A0A2E4E7J7	SC03
A0A2E6U2A6	SC03
A0A2E6Y323	SC03
A0A2E7M3V9	SC03
A0A2E7QK18	SC03
A0A2E7UGL6	SC03
A0A2J7TKC9	SC03
A0A2K8YGB5	SC03
A0A2M9G0G4	SC03
A0A2N3EA72	SC03
A0A2N3EDL2	SC03
A0A2N8M908	SC03
A0A2P0B0V6	SC03
A0A2P6FQD1	SC03
A0A2R4GWW8	SC03
A0A2R7J6M3	SC03
A0A2S0NAV1	SC03
A0A2S4LG44	SC03
A0A2S4LYX2	SC03
A0A2S5MR39	SC03
A0A2S6MYZ8	SC03
A0A2S9QCE1	SC03
A0A2T1HUF8	SC03
A0A2T4YIZ4	SC03
A0A2T4YXA6	SC03
A0A2T7U4V1	SC03
A0A2U8VXZ4	SC03
A0A2U8WA03	SC03
A0A2U8WNW8	SC03
A0A2U9UEY1	SC03
A0A2V3U5X2	SC03
A0A2V3U639	SC03
A0A2V8GQ55	SC03
A0A2V8I3A0	SC03
A0A2W2AIY7	SC03
A0A2W4KXV5	SC03
A0A2W4PPF9	SC03
A0A2W4SYD3	SC03
A0A2W5KFX1	SC03
A0A2W5P0K7	SC03
A0A2W5ZT19	SC03
A0A2W6YPF7	SC03
A0A2Z3IKU4	SC03
A0A318MY69	SC03
A0A323UIH3	SC03
A0A327JN62	SC03
A0A327KX44	SC03
A0A327M4Q3	SC03
A0A336JPE2	SC03
A0A350KUX8	SC03
A0A352H659	SC03
A0A354UYV2	SC03
A0A357CGX9	SC03
A0A366FMJ1	SC03
A0A369TFK6	SC03
A0A370HNL0	SC03
A0A370L1T8	SC03
A0A371WVZ6	SC03
A0A389MUK7	SC03
A0A395LLA5	SC03
A0A399RBW1	SC03
A0A3A1P6C0	SC03
A0A3B8Y0S5	SC03
A0A3C1BPK3	SC03
A0A3C1NJ38	SC03
A0A3D3B207	SC03
A0A3D3EAG7	SC03
A0A3D5USX7	SC03
A0A3G2V5T0	SC03
A0A3L7RZ52	SC03
A0A3L7V4K5	SC03
A0A3M1JXE7	SC03
A0A3R7QSR0	SC03
A0A3R7RH12	SC03
A0A418NRY6	SC03
A0A419RVQ0	SC03
A0A424M1E8	SC03
A0A432VIR9	SC03
A0A437P2X2	SC03
A0A4D7BGS9	SC03
A0A4D7QS28	SC03
A0A4P6XAX5	SC03
A0A4P7FCX4	SC03
A0A4Q1VWT1	SC03
A0A4Q2U4R3	SC03
A0A4Q2ZFG3	SC03
A0A4Q3FK35	SC03
A0A4Q3JG08	SC03
A0A4Q5PWY5	SC03
A0A4Q6XX44	SC03
A0A4R5QH25	SC03
A0A4R6RNK7	SC03
A0A4U6RT74	SC03
A0A4V1NZU3	SC03
A0A4V1RI23	SC03
A0A4V1SK10	SC03
A0A4V2SQ29	SC03
A0A4V2U5H4	SC03
A0A4V3DZ26	SC03
A0A4V6IMI4	SC03
A0A4Y3WDJ0	SC03
A0A4Z0EEE9	SC03
A0A502FWX8	SC03
A0A508TIF1	SC03
A0A509EMC2	SC03
A0A511EX85	SC03
A0A512BRC2	SC03
A0A512IL43	SC03
A0A512J7R4	SC03
A0A512JP24	SC03
A0A514KM85	SC03
A0A515KKS6	SC03
A0A519KSG9	SC03
A0A519KWM6	SC03
A0A520VIR1	SC03
A0A520XR86	SC03
A0A521LCA9	SC03
A0A521LLU9	SC03
A0A521W0Q5	SC03
A0A525HKV1	SC03
A0A535X6D4	SC03
A0A537RQT0	SC03
A0A537T340	SC03
A0A537T6Q1	SC03
A0A537TYC0	SC03
A0A539CU01	SC03
A0A542BDL1	SC03
A0A560MIF4	SC03
A0A564G2H5	SC03
A0A5A7W505	SC03
A0A5A8A8I5	SC03
A0A5B2V759	SC03
A0A5B8LKD4	SC03
A0A5C1AWH2	SC03
A0A5C1WQB5	SC03
A0A5C8SY93	SC03
A0A5C8TTY2	SC03
A0A5C8UCM0	SC03
A0A5C8VT63	SC03
A0A5E7Y9J3	SC03
A0A5E7YIS9	SC03
A0A5M6I0L0	SC03
A0A5N7MDM8	SC03
A0A5P9K5Z9	SC03
A0A5R8QC06	SC03
A0A651FQP6	SC03
A0A653Z0K8	SC03
A0A653ZJQ6	SC03
A0A679FFR8	SC03
A0A679J5L0	SC03
A0A679KC77	SC03
A0A6B2JHI4	SC03
A0A6B9FL29	SC03
A0A6F8UVV7	SC03
A0A6G6YN28	SC03
A0A6I4UCH3	SC03
A0A6L3T5I4	SC03
A0A6M1M4X6	SC03
A0A6N0DTH1	SC03
A0A6N0X5X7	SC03
A0A6N6MRV6	SC03
A0A6P1B9Z1	SC03
A0A6S6FYX2	SC03
A0A6V8MEH2	SC03
A0A7C5C0U3	SC03
A0A7C7FV53	SC03
A0A7G6TXR0	SC03
A0A7S7Q9E8	SC03
A0A7S7TIG8	SC03
A0A7S7Z5J8	SC03
A0A7S8F7B6	SC03
A0A7S9GWH5	SC03
A0A7W4VNT4	SC03
A0A7W5PD74	SC03
A0A7W5QM01	SC03
A0A7W6ADV6	SC03
A0A7W6CFV2	SC03
A0A7W6IDR7	SC03
A0A7W8DY51	SC03
A0A7X0JAL9	SC03
A0A7X3L9L1	SC03
A0A7X3SQE3	SC03
A0A7X3Z6M2	SC03
A0A7Y1SMS5	SC03
A0A7Y2BTS7	SC03
A0A7Z8RDG4	SC03
A0A833J6Y4	SC03
A0A838BMI3	SC03
A0A838XUA9	SC03
A0A839P898	SC03
A0A839YJN7	SC03
A0A840C280	SC03
A0A840XZS0	SC03
A0A840ZDL5	SC03
A0A840ZU83	SC03
A0A841A7K1	SC03
A0A841K206	SC03
A0A844SML9	SC03
A0A845A201	SC03
A0A848EA02	SC03
A0A848V141	SC03
A0A848Y5Y5	SC03
A0A849I1U2	SC03
A0A849N1S1	SC03
A0A850E325	SC03
A0A850HUU1	SC03
A0A850P958	SC03
A0A857C3F4	SC03
A0A8B6M290	SC03
A3X1K9	SC03
A5PDS6	SC03
A7HYE7	SC03
B0UKC0	SC03
B1LUC5	SC03
B1ZKK1	SC03
B2IBB6	SC03
B3Q9Q6	SC03
B7KZF4	SC03
B8EN52	SC03
B8IP67	SC03
C5B2J6	SC03
C7CJ09	SC03
E6VDN6	SC03
F4QQ84	SC03
G9YHP3	SC03
H1KF51	SC03
I4YWZ4	SC03
I9CIZ9	SC03
J6LGJ4	SC03
Q1QLI5	SC03
Q215Q3	SC03
Q2IX63	SC03
Q2RSD4	SC03
Q3SS86	SC03
Q6N5D1	SC03
V4NJB3	SC03
V4Q3P1	SC03
A0A0R1QUM6	SC04
A0A0H4QEB6	SC04
A0A0K2LF04	SC04
A0A0M9D8W2	SC04
A0A0N0CQC8	SC04
A0A0N0CU50	SC04
A0A0R1FWV2	SC04
A0A0R1I2X9	SC04
A0A0R1IX32	SC04
A0A0R1KVS5	SC04
A0A0R1PIF2	SC04
A0A0R1SNR3	SC04
A0A0R1WP93	SC04
A0A0R2LJI1	SC04
A0A1E8GF75	SC04
A0A1E8GQS3	SC04
A0A1L8CI03	SC04
A0A1P8Q5N0	SC04
A0A202FA23	SC04
A0A210P900	SC04
A0A2K9HI79	SC04
A0A2N7AWF2	SC04
A0A2P4R546	SC04
A0A355XYE8	SC04
A0A386PXL6	SC04
A0A3R6ANF5	SC04
A0A4R5NBA4	SC04
A0A4Z0JK68	SC04
A0A5B7SZL5	SC04
A0A5P0ZGH1	SC04
A0A5P0ZM26	SC04
A0A5P8QI19	SC04
A0A7L7L0I2	SC04
A0A836YVR3	SC04
A0A837RG61	SC04
A0A0S8JHR0	SC05
A0A073CJ14	SC05
A0A077JHG9	SC05
A0A086CIF9	SC05
A0A0A1ZC87	SC05
A0A0A2A389	SC05
A0A0A2DQ35	SC05
A0A0C2QDG7	SC05
A0A0C2QRG5	SC05
A0A0D6JNC5	SC05
A0A0D6KZF7	SC05
A0A0E3H979	SC05
A0A0E3KZY9	SC05
A0A0E3LIB8	SC05
A0A0E3LRF4	SC05
A0A0E3NFL3	SC05
A0A0E3NMN2	SC05
A0A0E3P9K5	SC05
A0A0E3PIA9	SC05
A0A0E3PTW3	SC05
A0A0E3Q1R0	SC05
A0A0E3QHI3	SC05
A0A0E3QQK3	SC05
A0A0E3QZL0	SC05
A0A0E3RGB2	SC05
A0A0E3RJQ9	SC05
A0A0E3RSC8	SC05
A0A0E3S9V2	SC05
A0A0E3SED0	SC05
A0A0E3SPZ2	SC05
A0A0E3WQP5	SC05
A0A0F8DRZ0	SC05
A0A0F8EDQ4	SC05
A0A0F8FBC4	SC05
A0A0F8FMX2	SC05
A0A0F8FXM4	SC05
A0A0F8QMM7	SC05
A0A0F8RZW1	SC05
A0A0F8TAL4	SC05
A0A0G3CKX5	SC05
A0A0H3JZK1	SC05
A0A0K2LUN8	SC05
A0A0M0SJV4	SC05
A0A0M8JPW9	SC05
A0A0P6XA40	SC05
A0A0P6Y1M7	SC05
A0A0P6YXV0	SC05
A0A0P6Z416	SC05
A0A0P8C930	SC05
A0A0T7BXR9	SC05
A0A0T7BY81	SC05
A0A0V7ZMQ4	SC05
A0A101VQX4	SC05
A0A133ZDS9	SC05
A0A139WUB1	SC05
A0A166IUA9	SC05
A0A178M806	SC05
A0A1A3EIU7	SC05
A0A1A3U8V8	SC05
A0A1B1U0Q0	SC05
A0A1B3WDM0	SC05
A0A1B7V0M0	SC05
A0A1B7V424	SC05
A0A1B7VHQ9	SC05
A0A1B7VSI4	SC05
A0A1B7WAM7	SC05
A0A1B7WQR8	SC05
A0A1B7WR58	SC05
A0A1C0UWZ8	SC05
A0A1D2WF62	SC05
A0A1D9GBC2	SC05
A0A1E2WSE2	SC05
A0A1E7GGH1	SC05
A0A1F3BWB8	SC05
A0A1F8KW84	SC05
A0A1F8NKH9	SC05
A0A1F8Q3I6	SC05
A0A1F8QML6	SC05
A0A1F8R4A1	SC05
A0A1G0PCX9	SC05
A0A1G0QZ75	SC05
A0A1G0R9A1	SC05
A0A1G0SLA9	SC05
A0A1G0VG97	SC05
A0A1G1BDI7	SC05
A0A1G5W0I4	SC05
A0A1H9WCB4	SC05
A0A1I0JNM1	SC05
A0A1I6ZJH4	SC05
A0A1J1JFS4	SC05
A0A1J4UJM2	SC05
A0A1J4ZVE6	SC05
A0A1J5FK85	SC05
A0A1J5HVA2	SC05
A0A1L9QXR7	SC05
A0A1M3JXK0	SC05
A0A1Q2TV54	SC05
A0A1Q3T4N0	SC05
A0A1Q4R3N8	SC05
A0A1Q6SLM3	SC05
A0A1Q8BL58	SC05
A0A1Q8ZDN2	SC05
A0A1U7HZ99	SC05
A0A1U7IU89	SC05
A0A1U7NBY7	SC05
A0A1V4TWP5	SC05
A0A1V4U5Z3	SC05
A0A1V4ZJM4	SC05
A0A1V5MAV5	SC05
A0A1V5SY10	SC05
A0A1V5TGM4	SC05
A0A1W9GGB1	SC05
A0A1W9J198	SC05
A0A1W9V3A8	SC05
A0A1X4G7L2	SC05
A0A1Z4FWW9	SC05
A0A1Z4HBE9	SC05
A0A1Z4IQS6	SC05
A0A1Z4KJR7	SC05
A0A1Z4NN73	SC05
A0A1Z4QFT1	SC05
A0A1Z4QXT4	SC05
A0A1Z4RME3	SC05
A0A1Z4SF02	SC05
A0A1Z4SVU0	SC05
A0A1Z4TN59	SC05
A0A1Z4URD1	SC05
A0A1Z4V1T9	SC05
A0A218Q2P6	SC05
A0A218QLV8	SC05
A0A252CXW8	SC05
A0A252EC23	SC05
A0A261FCI4	SC05
A0A261KIL8	SC05
A0A2A2HZ76	SC05
A0A2A2TIE7	SC05
A0A2A6RJC2	SC05
A0A2E0V2V5	SC05
A0A2E0W7L1	SC05
A0A2E2B255	SC05
A0A2E6GGV5	SC05
A0A2G6GFD8	SC05
A0A2G6P736	SC05
A0A2H0D5C7	SC05
A0A2H0FNM5	SC05
A0A2H0YZV2	SC05
A0A2H2Y4U3	SC05
A0A2H3LCB6	SC05
A0A2H6EBV8	SC05
A0A2H6EPF7	SC05
A0A2H6H3D8	SC05
A0A2I0D3H5	SC05
A0A2I8A1S2	SC05
A0A2J6WVM4	SC05
A0A2K1P6Z3	SC05
A0A2K1PF69	SC05
A0A2K3BN63	SC05
A0A2K8SMK9	SC05
A0A2M7BAA5	SC05
A0A2M7ITF4	SC05
A0A2M7ZPR3	SC05
A0A2M8FM99	SC05
A0A2M8P3H1	SC05
A0A2M8PIY5	SC05
A0A2N1VEA8	SC05
A0A2N2LUX1	SC05
A0A2N2MFK6	SC05
A0A2N2MY23	SC05
A0A2N2NJH3	SC05
A0A2N2NVL2	SC05
A0A2N2P6H6	SC05
A0A2N5K0V9	SC05
A0A2N5KV29	SC05
A0A2N6LHK8	SC05
A0A2N9MB70	SC05
A0A2R5FFZ3	SC05
A0A2T1CWE5	SC05
A0A2T1E7R2	SC05
A0A2T1EL70	SC05
A0A2T1M1W9	SC05
A0A2T2RHH2	SC05
A0A2T2RZK6	SC05
A0A2T3F913	SC05
A0A2U2S3V7	SC05
A0A2U2S962	SC05
A0A2V7PB41	SC05
A0A2V7T7J8	SC05
A0A2V8ZVI5	SC05
A0A2W4JYK4	SC05
A0A2W6AG70	SC05
A0A2W7B6L4	SC05
A0A2Z5SWR9	SC05
A0A2Z6CGX9	SC05
A0A316LN11	SC05
A0A317HCG8	SC05
A0A317JLV9	SC05
A0A328I787	SC05
A0A328VGM1	SC05
A0A352ZDS2	SC05
A0A353C3Q0	SC05
A0A353GVV8	SC05
A0A355DTK9	SC05
A0A357A784	SC05
A0A359EE73	SC05
A0A359HHA9	SC05
A0A363SZL2	SC05
A0A363U8Z7	SC05
A0A367S2C0	SC05
A0A367ZAQ9	SC05
A0A388Q5A9	SC05
A0A388S8X7	SC05
A0A3A9GVZ4	SC05
A0A3B8RM84	SC05
A0A3B8Y4I8	SC05
A0A3B9AA18	SC05
A0A3B9PA12	SC05
A0A3C0EMH2	SC05
A0A3C0RSG0	SC05
A0A3C0VTZ5	SC05
A0A3C0WNL5	SC05
A0A3C1FZQ7	SC05
A0A3C1YN79	SC05
A0A3D1AZS9	SC05
A0A3D1F6K7	SC05
A0A3D1JGJ3	SC05
A0A3D2GA37	SC05
A0A3D4C384	SC05
A0A3D5H5U8	SC05
A0A3D6B9B7	SC05
A0A3E0LTQ9	SC05
A0A3L7XSG5	SC05
A0A3L7XU07	SC05
A0A3L7YED1	SC05
A0A3M1N1K2	SC05
A0A3M1NAZ7	SC05
A0A3M1PF80	SC05
A0A3M2AFL3	SC05
A0A3N5G849	SC05
A0A3N5RUA8	SC05
A0A3N5S755	SC05
A0A3N5S9U5	SC05
A0A3N5UGZ5	SC05
A0A3N5VG89	SC05
A0A3N6R4S1	SC05
A0A3P3Q6A5	SC05
A0A3R7DQI2	SC05
A0A3R8K231	SC05
A0A3S0D9U8	SC05
A0A3S0XW45	SC05
A0A3S1IIC0	SC05
A0A401ZUM3	SC05
A0A402CRM8	SC05
A0A413FDW2	SC05
A0A419F287	SC05
A0A419H3U5	SC05
A0A426U9J7	SC05
A0A455T5K1	SC05
A0A479ZZP3	SC05
A0A480AEL2	SC05
A0A498ESE4	SC05
A0A498GUH4	SC05
A0A4D9CBY2	SC05
A0A4P5UYD1	SC05
A0A4P5ZID0	SC05
A0A4P8R194	SC05
A0A4P8WWD5	SC05
A0A4Q9JET8	SC05
A0A4R8ERM5	SC05
A0A517XNL3	SC05
A0A523BXS8	SC05
A0A523QSF8	SC05
A0A525VQE7	SC05
A0A525W4I5	SC05
A0A525W8C8	SC05
A0A534A6H9	SC05
A0A535SKF1	SC05
A0A535VD37	SC05
A0A551X3Q6	SC05
A0A552EUF7	SC05
A0A552FD55	SC05
A0A552FEC8	SC05
A0A552GCP8	SC05
A0A552I1B0	SC05
A0A552M9B8	SC05
A0A563VUW3	SC05
A0A564WDX6	SC05
A0A5A5RVJ8	SC05
A0A5B8NSP9	SC05
A0A5C0DPU0	SC05
A0A5C5VHR9	SC05
A0A5C5YIB8	SC05
A0A5J4KDZ4	SC05
A0A5N7INC2	SC05
A0A5P8W0E1	SC05
A0A654SGZ4	SC05
A0A660HTR4	SC05
A0A660Z6Q2	SC05
A0A660Z8C1	SC05
A0A6A4U9V1	SC05
A0A6B0X326	SC05
A0A6B0XNE5	SC05
A0A6B3MLP0	SC05
A0A6B3P5T0	SC05
A0A6H2C2L7	SC05
A0A6H2NNG0	SC05
A0A6H9FVI0	SC05
A0A6J4Q6Y3	SC05
A0A6J4UA65	SC05
A0A6J4UKX6	SC05
A0A6J7ZRC5	SC05
A0A6L3ZSV6	SC05
A0A6L7W5L3	SC05
A0A6L8C9U0	SC05
A0A6L9IM65	SC05
A0A6L9J2P0	SC05
A0A6L9YRZ2	SC05
A0A6L9Z8T1	SC05
A0A6L9ZAB8	SC05
A0A6L9ZQN9	SC05
A0A6M0BDF7	SC05
A0A6M0FQ38	SC05
A0A6M0IYG5	SC05
A0A6M0S0M1	SC05
A0A6M8V4W0	SC05
A0A6M8VA56	SC05
A0A6N0LLR4	SC05
A0A6N2DCK2	SC05
A0A6N6KVE6	SC05
A0A6N6SQG0	SC05
A0A6N7BF38	SC05
A0A6N8VGS7	SC05
A0A6N8XU11	SC05
A0A6N9AFE5	SC05
A0A6P0KT14	SC05
A0A6P0LD41	SC05
A0A6P0LYH5	SC05
A0A6P0N754	SC05
A0A6P0P4X4	SC05
A0A6P0PUE8	SC05
A0A6P0S4Y4	SC05
A0A6P0V8T1	SC05
A0A6P0VP59	SC05
A0A6P0ZA01	SC05
A0A6P1A2W7	SC05
A0A6P1VPC0	SC05
A0A6P1ZRT2	SC05
A0A7C1INP9	SC05
A0A7C1JFS1	SC05
A0A7C2KLI8	SC05
A0A7C2LDT3	SC05
A0A7C2SRL9	SC05
A0A7C3PJW3	SC05
A0A7C3PKR5	SC05
A0A7C4G565	SC05
A0A7C4G8L7	SC05
A0A7C4KBQ2	SC05
A0A7C4PJL2	SC05
A0A7C4Q7P6	SC05
A0A7C4QMB6	SC05
A0A7C4ULC9	SC05
A0A7C5P7Z9	SC05
A0A7C6HDY7	SC05
A0A7D5T3Q9	SC05
A0A7D7QNY4	SC05
A0A7D8UIG3	SC05
A0A7J5F2Z7	SC05
A0A7K1Z400	SC05
A0A7K4AYL3	SC05
A0A7S6RG16	SC05
A0A7U9RSQ2	SC05
A0A7V0J5A6	SC05
A0A7V0VFZ9	SC05
A0A7V1BUZ6	SC05
A0A7V1RGU3	SC05
A0A7V2PTK4	SC05
A0A7V3PKR9	SC05
A0A7V9KH37	SC05
A0A7W0A1W8	SC05
A0A7W0FF16	SC05
A0A7W1DVP2	SC05
A0A7W1G991	SC05
A0A7X3UMU1	SC05
A0A7X4FHR1	SC05
A0A7X7K0M8	SC05
A0A7X7T3P8	SC05
A0A7X9E0Q4	SC05
A0A7Y1VKT2	SC05
A0A7Y2CQ29	SC05
A0A7Y2WWE4	SC05
A0A7Y3BIB6	SC05
A0A7Y3FNQ7	SC05
A0A7Y3SY76	SC05
A0A7Y4VT06	SC05
A0A7Y5BT07	SC05
A0A7Y5CH62	SC05
A0A7Y5L4T3	SC05
A0A7Y5LIS2	SC05
A0A7Y5LZC3	SC05
A0A7Y5NGK0	SC05
A0A7Y8H507	SC05
A0A7Y8J7C9	SC05
A0A7Z9Y0F1	SC05
A0A800IQC3	SC05
A0A832LB73	SC05
A0A832TPR2	SC05
A0A832W7K5	SC05
A0A832WYG5	SC05
A0A838NZQ7	SC05
A0A838USF8	SC05
A0A843MDA0	SC05
A0A844IIG2	SC05
A0A844IMH9	SC05
A0A844MM24	SC05
A0A845CP70	SC05
A0A845VZ09	SC05
A0A845W9G1	SC05
A0A845XVZ4	SC05
A0A846A544	SC05
A0A846BPC1	SC05
A0A846CCE8	SC05
A0A846CRL0	SC05
A0A846ELX7	SC05
A0A846EP90	SC05
A0A846FQY0	SC05
A0A846HGJ9	SC05
A0A847F947	SC05
A0A847PT11	SC05
A0A849NB76	SC05
A0A849RDE9	SC05
A0A854IBC3	SC05
A0A855MU63	SC05
A0A856M9C7	SC05
A0YQU2	SC05
A0ZFV7	SC05
A2BZ83	SC05
A3IV82	SC05
A5UZL8	SC05
A7I8B1	SC05
A7NPU3	SC05
A9B141	SC05
A9WI61	SC05
B1WNU1	SC05
B1XK48	SC05
B2J940	SC05
B3QY85	SC05
B7JVY7	SC05
B8G936	SC05
B8HKP2	SC05
C0DAU8	SC05
D3ENP4	SC05
D7E0W9	SC05
D8G917	SC05
E1IBA7	SC05
E3D0G3	SC05
E3I6D0	SC05
F4XPA4	SC05
G5IYY7	SC05
H1CZT2	SC05
I7A1I5	SC05
K7WBW8	SC05
K9Q0M5	SC05
K9QWU4	SC05
K9R939	SC05
K9SDI6	SC05
K9T3A3	SC05
K9V9P7	SC05
K9WFQ7	SC05
K9XDG6	SC05
K9Y8X1	SC05
K9YVJ5	SC05
K9ZFH6	SC05
L8M751	SC05
M0HEF5	SC05
Q020M4	SC05
Q116U7	SC05
Q1PJF5	SC05
Q31MX3	SC05
Q3M8B3	SC05
Q46D80	SC05
Q4C9P8	SC05
Q8PX47	SC05
