protid	LeidenCluster
A0A0F7PPJ4	LC15
A0A0F7RCQ1	LC17
A0A0F7W088	LC01
A0A0F7YF76	LC31
A0A0F8DRZ0	LC17
A0A0F8EDQ4	LC17
A0A0F8FBC4	LC17
A0A0F8FMX2	LC17
A0A0F8FXM4	LC17
A0A0F8QMM7	LC17
A0A0F8RZW1	LC17
A0A0F8TAL4	LC00
A0A0G3AE80	LC01
A0A0G3BL55	LC29
A0A0G3CKX5	LC17
A0A0G3CRI1	LC04
A0A0G3EJT2	LC25
A0A0G3EYP5	LC29
A0A0G3G8X5	LC20
A0A0G3G967	LC12
A0A0G3INW7	LC22
A0A0G3LKB4	LC25
A0A0G3Q864	LC19
A0A0G3UUH3	LC41
A0A0G3V7I4	LC01
A0A0G3WRG6	LC29
A0A0G3X7K8	LC10
A0A0G3XGE7	LC10
A0A0G4BYC9	LC20
A0A0G4JXD9	LC09
A0A0G4QBF6	LC14
A0A0G8ASG1	LC00
A0A0G8B2F6	LC09
A0A0G8EBQ4	LC17
A0A0G8ELT6	LC17
A0A0G8G783	LC06
A0A0G8XUA2	LC07
A0A0G9H7I3	LC20
A0A0G9H8D1	LC31
A0A0G9HCF0	LC20
A0A0G9MGF6	LC13
A0A0G9MMI8	LC10
A0A0G9MZG8	LC21
A0A0H0XQX5	LC21
A0A0H0YMI4	LC02
A0A0H1AI56	LC25
A0A0H1AI76	LC01
A0A0H1R8B0	LC21
A0A0H2KW53	LC00
A0A0H2M4T4	LC30
A0A0H2MDA1	LC10
A0A0H2MKR0	LC09
A0A0H2N180	LC10
A0A0H2PC47	LC13
A0A0H2V1A9	LC19
A0A0H2WKH5	LC29
A0A0H2WLT1	LC19
A0A0H2XAC9	LC07
A0A0H2XP54	LC32
A0A0H2YHK7	LC09
A0A0H2Z1E7	LC19
A0A0H2ZJ53	LC12
A0A0H3AJG8	LC09
A0A0H3AR20	LC06
A0A0H3B254	LC09
A0A0H3BS22	LC19
A0A0H3C7E3	LC04
A0A0H3CS12	LC09
A0A0H3D019	LC24
A0A0H3DPD0	LC04
A0A0H3EES3	LC13
A0A0H3EM46	LC19
A0A0H3FCX0	LC09
A0A0H3FQ96	LC40
A0A0H3G133	LC07
A0A0H3GB06	LC06
A0A0H3GW20	LC40
A0A0H3HF75	LC09
A0A0H3HPD2	LC29
A0A0H3I0W8	LC09
A0A0H3J6V9	LC11
A0A0H3JZK1	LC37
A0A0H3L5S1	LC09
A0A0H3LJN5	LC38
A0A0H3LKC4	LC00
A0A0H3M0P8	LC42
A0A0H3MST8	LC19
A0A0H3NEB4	LC19
A0A0H3NT44	LC09
A0A0H3PNN6	LC19
A0A0H3PX34	LC09
A0A0H3WPD5	LC04
A0A0H3YU56	LC12
A0A0H4BFD1	LC37
A0A0H4C9W1	LC26
A0A0H4I807	LC43
A0A0H4J099	LC22
A0A0H4KGT9	LC13
A0A0H4P8F9	LC08
A0A0H4PM55	LC18
A0A0H4QEB6	LC00
A0A0H4VJ04	LC21
A0A0H4VK48	LC03
A0A0H4W2D6	LC38
A0A0H4WB69	LC03
A0A0H4XNV3	LC26
A0A0H5A929	LC12
A0A0H5BC34	LC21
A0A0H5D2E0	LC24
A0A0H5GSP9	LC09
A0A0H5LW41	LC09
A0A0H5P7Q1	LC24
A0A0H5QB03	LC20
A0A0H5S287	LC22
A0A0I0N1M1	LC19
A0A0I9S236	LC04
A0A0I9S4R3	LC14
A0A0I9SKN1	LC12
A0A0I9TJX7	LC46
A0A0I9UCI1	LC00
A0A0J0UX45	LC02
A0A0J0YAC7	LC02
A0A0J0YCQ8	LC02
A0A0J0YUX7	LC20
A0A0J0ZVC4	LC23
A0A0J1BPB5	LC00
A0A0J1BSX0	LC13
A0A0J1CY58	LC23
A0A0J1D5Y3	LC29
A0A0J1DGI3	LC08
A0A0J1E9F6	LC08
A0A0J1G3D3	LC34
A0A0J1GF59	LC21
A0A0J1GI82	LC09
A0A0J1H2M5	LC09
A0A0J1H7N8	LC09
A0A0J1LUK3	LC19
A0A0J1NI07	LC19
A0A0J5FWS7	LC09
A0A0J5GIK1	LC05
A0A0J5LR94	LC40
A0A0J5P5F8	LC14
A0A0J5QK33	LC06
A0A0J5X8Z4	LC29
A0A0J5XQG5	LC09
A0A0J6CKL2	LC14
A0A0J6EW13	LC38
A0A0J6G368	LC25
A0A0J6GCQ2	LC31
A0A0J6GCX2	LC31
A0A0J6H8U5	LC31
A0A0J6INP2	LC12
A0A0J6KI05	LC05
A0A0J6KYE9	LC17
A0A0J6NSA3	LC05
A0A0J6SCH4	LC21
A0A0J6T013	LC21
A0A0J6VFH0	LC24
A0A0J6W017	LC21
A0A0J6W9L5	LC24
A0A0J6X021	LC14
A0A0J6XVS5	LC01
A0A0J6Z8V3	LC24
A0A0J7D3L8	LC17
A0A0J7GN02	LC17
A0A0J7I8L1	LC08
A0A0J7IPX4	LC08
A0A0J7IZ43	LC00
A0A0J7L8Y1	LC08
A0A0J7M6T5	LC43
A0A0J7XS60	LC33
A0A0J7XTI3	LC33
A0A0J7Z0C3	LC01
A0A0J8FT92	LC12
A0A0J8GGQ2	LC06
A0A0J8H7D2	LC16
A0A0J8JI49	LC14
A0A0J8SP32	LC23
A0A0J8VJK0	LC09
A0A0J8WU29	LC22
A0A0J9BF79	LC09
A0A0J9E0F7	LC11
A0A0J9E6A5	LC08
A0A0J9FKD7	LC08
A0A0K0GPH2	LC07
A0A0K0HD76	LC19
A0A0K0QGD5	LC17
A0A0K0SX44	LC00
A0A0K0XCG1	LC22
A0A0K0XXN7	LC20
A0A0K0Y719	LC33
A0A0K1EA08	LC04
A0A0K1F5T9	LC24
A0A0K1FCS4	LC36
A0A0K1HG93	LC28
A0A0K1IT52	LC00
A0A0K1IWC8	LC00
A0A0K1JGF1	LC00
A0A0K1JX12	LC00
A0A0K1PUQ4	LC18
A0A0K1QIJ8	LC12
A0A0K1SA21	LC37
A0A0K1U8J7	LC43
A0A0K1XDX3	LC04
A0A0K1ZKB0	LC32
A0A0K2ATZ0	LC01
A0A0K2FDL6	LC03
A0A0K2HLC5	LC47
A0A0K2IT36	LC06
A0A0K2J6W2	LC00
A0A0K2LF04	LC00
A0A0K2LUN8	LC35
A0A0K2MET7	LC10
A0A0K2RPG1	LC13
A0A0K2RZY5	LC13
A0A0K2VYS1	LC15
A0A0K2WAF3	LC04
A0A0K2XEK8	LC10
A0A0K2XHA0	LC10
A0A0K2Y1T7	LC10
A0A0K2Y2R2	LC10
A0A0K2YAR6	LC10
A0A0K2YT79	LC24
A0A0K2ZUQ8	LC25
A0A0K2ZXJ5	LC25
A0A0K3A292	LC25
A0A0K3B8L2	LC24
A0A0K4G8P2	LC19
A0A0K6GKG3	LC18
A0A0K6H301	LC20
A0A0K6H4G2	LC21
A0A0K6HYH4	LC07
A0A0K6I5B1	LC32
A0A0K6I991	LC29
A0A0K6II71	LC05
A0A0K6IVT1	LC20
A0A0K8JCQ5	LC33
A0A0K8M5J5	LC12
A0A0K8N0T4	LC14
A0A0K8P2A8	LC32
A0A0K8PME6	LC01
A0A0K8QRB9	LC05
A0A0K8QU52	LC03
A0A0K9ER94	LC00
A0A0K9F561	LC18
A0A0K9MWK0	LC16
A0A0K9N6V2	LC16
A0A0K9NEK3	LC02
A0A0K9TBL2	LC19
A0A0K9UT31	LC09
A0A0K9XFI4	LC01
A0A0K9XXV8	LC08
A0A0K9YWW7	LC04
A0A0L0AQY8	LC19
A0A0L0B430	LC31
A0A0L0BIV2	LC13
A0A0L0EYE6	LC45
A0A0L0GJ96	LC40
A0A0L0JLT2	LC41
A0A0L0LQ31	LC13
A0A0L0PED5	LC16
A0A0L0PJY5	LC16
A0A0L0PVL6	LC16
A0A0L0R093	LC16
A0A0L0RJT5	LC06
A0A0L1JQJ3	LC33
A0A0L1KHH2	LC10
A0A0L1L6T7	LC03
A0A0L1LMV3	LC13
A0A0L1M4F1	LC19
A0A0L1MIW2	LC12
A0A0L6CKC8	LC00
A0A0L6CVF0	LC11
A0A0L6D2W2	LC16
A0A0L6D6G9	LC16
A0A0L6D6Y5	LC16
A0A0L6DCT9	LC16
A0A0L6HZJ9	LC24
A0A0L6JD13	LC21
A0A0L6JJK1	LC02
A0A0L6T9C7	LC13
A0A0L6U0Q8	LC14
A0A0L6ZCF2	LC25
A0A0L7B0L2	LC13
A0A0L7BZP1	LC13
A0A0L7CB88	LC13
A0A0L7CTZ8	LC13
A0A0L7D0A0	LC13
A0A0L7MVM0	LC32
A0A0L7TAK7	LC40
A0A0L8AA95	LC06
A0A0L8C5H6	LC15
A0A0L8EUQ3	LC38
A0A0L8J7R0	LC01
A0A0L8L4Z3	LC01
A0A0L8LJ73	LC01
A0A0L8ML89	LC41
A0A0L8NIW6	LC26
A0A0L8NJQ4	LC01
A0A0L8VCU1	LC02
A0A0M0EIL6	LC02
A0A0M0FC80	LC00
A0A0M0H9H6	LC04
A0A0M0HPS4	LC09
A0A0M0HYP3	LC09
A0A0M0KL77	LC05
A0A0M0LEU8	LC18
A0A0M0N8Q0	LC06
A0A0M0P8H4	LC06
A0A0M0SDU7	LC37
A0A0M0SJV4	LC35
A0A0M0SVK4	LC03
A0A0M0T7D1	LC09
A0A0M0UQY0	LC12
A0A0M0WZ97	LC18
A0A0M1I763	LC23
A0A0M1JRP1	LC35
A0A0M1K9M9	LC07
A0A0M1YRE9	LC05
A0A0M2CQT8	LC13
A0A0M2DVF1	LC32
A0A0M2GDK8	LC01
A0A0M2H6V5	LC24
A0A0M2H9K9	LC03
A0A0M2HRP0	LC24
A0A0M2K5W5	LC24
A0A0M2K723	LC09
A0A0M2LQ53	LC06
A0A0M2M3W2	LC18
A0A0M2NJ00	LC00
A0A0M2NL97	LC06
A0A0M2PN25	LC18
A0A0M2RAH2	LC10
A0A0M2RDJ8	LC10
A0A0M2RSK2	LC12
A0A0M2RYU5	LC03
A0A0M2SSE4	LC06
A0A0M2T0I7	LC13
A0A0M2V502	LC00
A0A0M2VCE8	LC00
A0A0M2WIJ3	LC07
A0A0M2XT59	LC32
A0A0M2Y064	LC00
A0A0M3A3I6	LC23
A0A0M3AXW6	LC33
A0A0M3BU61	LC15
A0A0M3CFT8	LC01
A0A0M3CRG1	LC12
A0A0M3DBL1	LC24
A0A0M3F6S2	LC09
A0A0M3GMV3	LC15
A0A0M3T5N5	LC13
A0A0M4CVZ1	LC10
A0A0M4DNC1	LC01
A0A0M4DTV6	LC01
A0A0M4FKV9	LC18
A0A0M4FNK4	LC18
A0A0M4G7E4	LC00
A0A0M4GDG3	LC39
A0A0M4GTC5	LC23
A0A0M4HB32	LC38
A0A0M4HEY7	LC14
A0A0M4LFY1	LC13
A0A0M4M3S9	LC13
A0A0M4MHH7	LC33
A0A0M4MWY9	LC05
A0A0M4Q389	LC00
A0A0M4QC68	LC12
A0A0M4QNR2	LC13
A0A0M4UEW8	LC06
A0A0M5MG07	LC28
A0A0M5MK71	LC18
A0A0M6W7G0	LC00
A0A0M6WDJ8	LC14
A0A0M6WDK4	LC48
A0A0M6WNV1	LC02
A0A0M6WP15	LC34
A0A0M6XMI5	LC11
A0A0M6XXV8	LC06
A0A0M6YIK2	LC07
A0A0M7ALS6	LC06
A0A0M7AUI4	LC06
A0A0M7BIB6	LC02
A0A0M7KSQ3	LC38
A0A0M8JEY7	LC10
A0A0M8JPW9	LC00
A0A0M8MDL5	LC25
A0A0M8MNU5	LC24
A0A0M8NN50	LC16
A0A0M8NNA2	LC16
A0A0M8PEM0	LC22
A0A0M8PZH7	LC18
A0A0M8Q4Y7	LC18
A0A0M8RK33	LC01
A0A0M8RKP2	LC01
A0A0M8SVJ2	LC01
A0A0M8SZF3	LC01
A0A0M8UPM2	LC01
A0A0M8X7D2	LC01
A0A0M8XTB9	LC24
A0A0M8Y267	LC06
A0A0M8Z2X7	LC01
A0A0M9BKF3	LC04
A0A0M9D8W2	LC02
A0A0M9DKU8	LC18
A0A0M9DNS8	LC18
A0A0M9FCL0	LC09
A0A0M9HQP4	LC12
A0A0M9I568	LC38
A0A0M9W527	LC16
A0A0M9X720	LC01
A0A0M9XG82	LC01
A0A0M9YAQ4	LC01
A0A0M9YQH2	LC01
A0A0M9ZBF2	LC01
A0A0M9ZNW1	LC01
A0A0M9ZZ25	LC24
A0A0N0BS38	LC24
A0A0N0CII0	LC01
A0A0N0CQC8	LC02
A0A0N0CU50	LC02
A0A0N0E7Y6	LC42
A0A0N0EDZ4	LC12
A0A0N0GHL0	LC12
A0A0N0IA08	LC09
A0A0N0IUN2	LC08
A0A0N0JDJ2	LC30
A0A0N0JTA7	LC17
A0A0N0K308	LC10
A0A0N0KWU2	LC22
A0A0N0LG23	LC15
A0A0N0M1Z5	LC45
A0A0N0SC50	LC01
A0A0N0T002	LC01
A0A0N0T417	LC01
A0A0N0T5D3	LC26
A0A0N0TDS1	LC26
A0A0N0TR20	LC01
A0A0N0VJE3	LC12
A0A0N0VZL5	LC12
A0A0N0WPZ9	LC12
A0A0N0WYE1	LC12
A0A0N0X197	LC12
A0A0N0XGU8	LC20
A0A0N0Y2A0	LC01
A0A0N0YH56	LC01
A0A0N1A4Y5	LC15
A0A0N1AYE5	LC07
A0A0N1B8Z1	LC21
A0A0N1BS53	LC10
A0A0N1BU92	LC02
A0A0N1BZT5	LC10
A0A0N1DVK4	LC08
A0A0N1EGX6	LC28
A0A0N1FB11	LC02
A0A0N1G2U8	LC01
A0A0N1GRS1	LC01
A0A0N1GWA4	LC01
A0A0N1H451	LC01
A0A0N1J204	LC11
A0A0N1L162	LC30
A0A0N1L3T8	LC28
A0A0N1L3Z4	LC15
A0A0N1LHI4	LC10
A0A0N1LNL8	LC10
A0A0N1LSB7	LC21
A0A0N1MA98	LC31
A0A0N1N0P0	LC21
A0A0N1R0Z7	LC19
A0A0N6ZML1	LC01
A0A0N7A070	LC22
A0A0N7FUV2	LC00
A0A0N7H240	LC12
A0A0N7HX72	LC05
A0A0N7HY10	LC07
A0A0N7I1I5	LC10
A0A0N7JFC7	LC02
A0A0N7JQ42	LC09
A0A0N7KXH5	LC06
A0A0N7M8N0	LC11
A0A0N8HKL5	LC45
A0A0N8HQ76	LC09
A0A0N8K898	LC05
A0A0N8KHJ3	LC18
A0A0N8KL48	LC43
A0A0N8Q5G6	LC00
A0A0N8QB32	LC12
A0A0N8RDB5	LC12
A0A0N8SAK9	LC12
A0A0N8VUD7	LC30
A0A0N8WFR4	LC17
A0A0N9I9R6	LC24
A0A0N9V0I3	LC10
A0A0N9VG88	LC23
A0A0N9WI19	LC12
A0A0N9Y551	LC22
A0A0N9YRT5	LC11
A0A0P0A8S3	LC06
A0A0P0D209	LC03
A0A0P0DJ99	LC22
A0A0P0DLK8	LC02
A0A0P0ERQ5	LC14
A0A0P0F1H0	LC10
A0A0P0GLH1	LC14
A0A0P0GVU6	LC00
A0A0P0LT28	LC30
A0A0P0ME73	LC30
A0A0P0NIP5	LC10
A0A0P0P3W7	LC04
A0A0P0RC49	LC29
A0A0P0SJK3	LC39
A0A0P0YH27	LC14
A0A0P0YXZ4	LC06
A0A0P0Z4B7	LC06
A0A0P0Z544	LC06
A0A0P1EQQ8	LC11
A0A0P1F3A3	LC11
A0A0P1F7R5	LC06
A0A0P1GD99	LC11
A0A0P1GKK3	LC11
A0A0P1GTA6	LC11
A0A0P1ITF4	LC11
A0A0P4QZA7	LC01
A0A0P4UJU8	LC35
A0A0P6VEU7	LC07
A0A0P6W9K4	LC07
A0A0P6WTI0	LC12
A0A0P6X3R7	LC10
A0A0P6XA40	LC00
A0A0P6Y1M7	LC00
A0A0P6YXV0	LC06
A0A0P6Z416	LC00
A0A0P7ARL0	LC27
A0A0P7BW31	LC19
A0A0P7CRB2	LC00
A0A0P7CZM5	LC31
A0A0P7CZP9	LC31
A0A0P7DBX3	LC05
A0A0P7HMW0	LC13
A0A0P7I2X6	LC03
A0A0P7K8D4	LC20
A0A0P7KKL6	LC11
A0A0P7M880	LC18
A0A0P7WHF5	LC28
A0A0P7WZJ2	LC03
A0A0P7XG33	LC11
A0A0P7XH51	LC43
A0A0P7XTH6	LC03
A0A0P7XW55	LC21
A0A0P7Y6I0	LC11
A0A0P7YXL4	LC03
A0A0P7ZJH9	LC40
A0A0P7ZPI8	LC00
A0A0P8A221	LC11
A0A0P8C404	LC11
A0A0P8C930	LC35
A0A0P8IKE7	LC40
A0A0P8WXL1	LC31
A0A0P8X169	LC17
A0A0P8Y7B7	LC25
A0A0P9CE82	LC05
A0A0P9D8D6	LC00
A0A0P9EMG3	LC04
A0A0P9FH98	LC03
A0A0P9HBP2	LC12
A0A0P9IDC0	LC12
A0A0P9ITV0	LC12
A0A0P9IZ67	LC12
A0A0P9J158	LC12
A0A0P9LA49	LC12
A0A0P9LN65	LC12
A0A0P9MJH3	LC12
A0A0P9MS46	LC12
A0A0P9N0W5	LC12
A0A0P9PF44	LC12
A0A0P9PKW4	LC12
A0A0P9PSK4	LC12
A0A0P9PXY1	LC12
A0A0P9Q8R9	LC12
A0A0P9QBT7	LC12
A0A0P9SAR2	LC12
A0A0P9T528	LC12
A0A0P9V726	LC12
A0A0P9VKU1	LC12
A0A0P9W252	LC12
A0A0P9WY49	LC12
A0A0P9XUN9	LC12
A0A0P9XXG9	LC12
A0A0P9Y9X8	LC12
A0A0P9Z3J0	LC12
A0A0P9ZZ27	LC12
A0A0Q0A3N2	LC12
A0A0Q0ALS9	LC12
A0A0Q0BWZ6	LC12
A0A0Q0CE69	LC12
A0A0Q0CUK6	LC12
A0A0Q0FG72	LC45
A0A0Q0H785	LC12
A0A0Q0HFF5	LC12
A0A0Q0KPW4	LC12
A0A0Q0MCS3	LC07
A0A0Q0MVY4	LC09
A0A0Q0P6L1	LC40
A0A0Q0PGZ9	LC45
A0A0Q0Q490	LC09
A0A0Q0SDY0	LC00
A0A0Q0SFH5	LC02
A0A0Q0V4Q0	LC28
A0A0Q0WUF2	LC02
A0A0Q0X8M4	LC31
A0A0Q0XUW8	LC33
A0A0Q1CRB2	LC02
A0A0Q1F3P5	LC02
A0A0Q2MLU1	LC46
A0A0Q2N398	LC09
A0A0Q3BI75	LC10
A0A0Q3I3D8	LC21
A0A0Q3KCQ1	LC08
A0A0Q3S0S5	LC18
A0A0Q3WGB3	LC04
A0A0Q4BE65	LC33
A0A0Q4BE72	LC02
A0A0Q4BS76	LC33
A0A0Q4CQ70	LC10
A0A0Q4DLC0	LC24
A0A0Q4DNJ2	LC08
A0A0Q4DV49	LC10
A0A0Q4EKC0	LC31
A0A0Q4F138	LC10
A0A0Q4FCJ0	LC18
A0A0Q4FJX8	LC02
A0A0Q4FX57	LC10
A0A0Q4FXZ2	LC10
A0A0Q4G5Q1	LC30
A0A0Q4G8Y9	LC00
A0A0Q4G9H5	LC10
A0A0Q4H9F6	LC18
A0A0Q4HTW5	LC10
A0A0Q4I0E2	LC10
A0A0Q4J0W1	LC33
A0A0Q4J212	LC10
A0A0Q4J569	LC10
A0A0Q4JJJ6	LC10
A0A0Q4JWY2	LC10
A0A0Q4KI64	LC10
A0A0Q4KPE1	LC10
A0A0Q4L4M8	LC10
A0A0Q4LEL3	LC10
A0A0Q4LI50	LC02
A0A0Q4LK22	LC00
A0A0Q4LNK4	LC10
A0A0Q4LSQ1	LC22
A0A0Q4MZC3	LC40
A0A0Q4NIW6	LC31
A0A0Q4P526	LC07
A0A0Q4PWP0	LC30
A0A0Q4PXE8	LC10
A0A0Q4QUY2	LC06
A0A0Q4QY23	LC04
A0A0Q4R6Z0	LC10
A0A0Q4RPY5	LC02
A0A0Q4S5C8	LC19
A0A0Q4S6X6	LC30
A0A0Q4T9C7	LC12
A0A0Q4TIG8	LC21
A0A0Q4TUY0	LC22
A0A0Q4U5C1	LC10
A0A0Q4UF61	LC21
A0A0Q4V6X2	LC22
A0A0Q4W8Q6	LC15
A0A0Q4WX10	LC21
A0A0Q4XFM4	LC21
A0A0Q4XGB3	LC21
A0A0Q4XWU1	LC30
A0A0Q4ZCQ2	LC21
A0A0Q5AX42	LC36
A0A0Q5AXQ7	LC36
A0A0Q5BUK3	LC36
A0A0Q5CC46	LC49
A0A0Q5DFE4	LC15
A0A0Q5DHK4	LC21
A0A0Q5DLG0	LC30
A0A0Q5E7Y8	LC31
A0A0Q5E997	LC00
A0A0Q5F4I6	LC15
A0A0Q5FEF7	LC24
A0A0Q5GJC9	LC23
A0A0Q5HA81	LC07
A0A0Q5HPC7	LC06
A0A0Q5HZW8	LC04
A0A0Q5I1P9	LC24
A0A0Q5JI55	LC00
A0A0Q5JMB2	LC07
A0A0Q5JT16	LC24
A0A0Q5KPQ9	LC24
A0A0Q5LDN3	LC00
A0A0Q5LIC6	LC22
A0A0Q5LTW4	LC24
A0A0Q5LWP2	LC18
A0A0Q5MX79	LC02
A0A0Q5N0Z6	LC22
A0A0Q5NP04	LC02
A0A0Q5NPH3	LC00
A0A0Q5NYR6	LC13
A0A0Q5PG88	LC29
A0A0Q5PHG2	LC03
A0A0Q5PQU9	LC10
A0A0Q5QF55	LC08
A0A0Q5QYP0	LC13
A0A0Q5RHR9	LC06
A0A0Q5S138	LC22
A0A0Q5SU95	LC02
A0A0Q5TDJ8	LC14
A0A0Q5TRY0	LC00
A0A0Q5TTD4	LC02
A0A0Q5UT00	LC27
A0A0Q5UWG2	LC00
A0A0Q5V1S8	LC10
A0A0Q5VAL6	LC26
A0A0Q5VF51	LC21
A0A0Q5WH46	LC15
A0A0Q5WJD3	LC26
A0A0Q5XKV9	LC15
A0A0Q5Z2A0	LC30
A0A0Q5ZE85	LC21
A0A0Q6A556	LC08
A0A0Q6AE80	LC08
A0A0Q6AGS1	LC33
A0A0Q6AJI5	LC10
A0A0Q6B3G4	LC22
A0A0Q6B9A0	LC00
A0A0Q6BZ65	LC06
A0A0Q6C5F3	LC06
A0A0Q6ES71	LC06
A0A0Q6F2Z8	LC06
A0A0Q6FCZ7	LC41
A0A0Q6FEQ4	LC15
A0A0Q6G8C9	LC00
A0A0Q6GPL3	LC24
A0A0Q6JIS2	LC24
A0A0Q6JXT8	LC24
A0A0Q6K7C8	LC21
A0A0Q6KDX5	LC22
A0A0Q6KJI6	LC10
A0A0Q6LD71	LC42
A0A0Q6MEM5	LC20
A0A0Q6MQP7	LC15
A0A0Q6N4Z4	LC30
A0A0Q6P7X6	LC07
A0A0Q6PAC8	LC24
A0A0Q6PSA8	LC18
A0A0Q6QCF1	LC15
A0A0Q6RH55	LC12
A0A0Q6RLI9	LC49
A0A0Q6SGZ8	LC15
A0A0Q6SL80	LC05
A0A0Q6T338	LC15
A0A0Q6TUH8	LC03
A0A0Q6U4B0	LC05
A0A0Q6UZU6	LC03
A0A0Q6VEW9	LC41
A0A0Q6VKX8	LC21
A0A0Q6W216	LC04
A0A0Q6W754	LC15
A0A0Q6W968	LC30
A0A0Q6WQ83	LC05
A0A0Q6Z582	LC01
A0A0Q6Z5R7	LC06
A0A0Q7A1L1	LC12
A0A0Q7A1U3	LC15
A0A0Q7A7K1	LC00
A0A0Q7BIN6	LC05
A0A0Q7BT28	LC01
A0A0Q7CBU2	LC30
A0A0Q7D2M1	LC04
A0A0Q7DD04	LC17
A0A0Q7EE11	LC07
A0A0Q7EN19	LC02
A0A0Q7ENR1	LC04
A0A0Q7ETG4	LC23
A0A0Q7FDM3	LC04
A0A0Q7FM14	LC02
A0A0Q7G2L1	LC24
A0A0Q7G3J9	LC23
A0A0Q7GXY5	LC30
A0A0Q7IFD4	LC07
A0A0Q7IRP4	LC01
A0A0Q7IX27	LC03
A0A0Q7JEU8	LC00
A0A0Q7KBP6	LC41
A0A0Q7KW99	LC30
A0A0Q7MCZ1	LC00
A0A0Q7MG72	LC15
A0A0Q7NGF6	LC22
A0A0Q7PWI2	LC25
A0A0Q7QH29	LC41
A0A0Q7QQR6	LC41
A0A0Q7RXM3	LC24
A0A0Q7RXU4	LC04
A0A0Q7SL43	LC05
A0A0Q7SUG2	LC02
A0A0Q7T6Y2	LC18
A0A0Q7T812	LC02
A0A0Q7TPR5	LC06
A0A0Q7U0B0	LC03
A0A0Q7VAF5	LC42
A0A0Q7VDK8	LC24
A0A0Q7WAF5	LC30
A0A0Q7WFS6	LC15
A0A0Q7WKI6	LC03
A0A0Q7YV37	LC15
A0A0Q7YWD8	LC10
A0A0Q7ZG94	LC41
A0A0Q8AFU9	LC24
A0A0Q8B2Q2	LC12
A0A0Q8BE92	LC15
A0A0Q8BJ70	LC38
A0A0Q8CD14	LC24
A0A0Q8CMW0	LC12
A0A0Q8DDV1	LC25
A0A0Q8DU06	LC20
A0A0Q8DZ75	LC31
A0A0Q8E475	LC01
A0A0Q8EH00	LC25
A0A0Q8EXH8	LC01
A0A0Q8F4R1	LC25
A0A0Q8FJD7	LC04
A0A0Q8H0T8	LC05
A0A0Q8HRQ8	LC31
A0A0Q8I826	LC01
A0A0Q8IUT1	LC07
A0A0Q8J3L3	LC25
A0A0Q8L5H7	LC15
A0A0Q8LQ10	LC03
A0A0Q8M598	LC04
A0A0Q8MA77	LC20
A0A0Q8MV44	LC15
A0A0Q8MYS6	LC31
A0A0Q8NL98	LC07
A0A0Q8PBE4	LC01
A0A0Q8Q7G5	LC01
A0A0Q8QU90	LC07
A0A0Q8QVV1	LC10
A0A0Q8QZZ9	LC00
A0A0Q8R023	LC30
A0A0Q8RPV0	LC10
A0A0Q8S297	LC00
A0A0Q8S9F5	LC05
A0A0Q8UGE3	LC04
A0A0Q8UTY0	LC01
A0A0Q8V6F0	LC18
A0A0Q8VAN5	LC41
A0A0Q8VTQ7	LC18
A0A0Q8WC18	LC41
A0A0Q8WP70	LC41
A0A0Q8XQH6	LC10
A0A0Q8XRT1	LC38
A0A0Q8YAR8	LC12
A0A0Q8YF94	LC36
A0A0Q9A4N5	LC07
A0A0Q9AIL4	LC01
A0A0Q9ATT2	LC46
A0A0Q9CET3	LC00
A0A0Q9DBB3	LC30
A0A0Q9DII0	LC24
A0A0Q9EMF9	LC25
A0A0Q9I693	LC21
A0A0Q9IA19	LC21
A0A0Q9JB81	LC18
A0A0Q9KGY3	LC39
A0A0Q9L274	LC00
A0A0Q9LBJ0	LC03
A0A0Q9LLI4	LC03
A0A0Q9LZA6	LC00
A0A0Q9M1P9	LC18
A0A0Q9M9U8	LC13
A0A0Q9NI89	LC13
A0A0Q9NMR6	LC13
A0A0Q9NQD5	LC13
A0A0Q9PBK1	LC13
A0A0Q9PKU0	LC31
A0A0Q9PMD9	LC31
A0A0Q9PNP2	LC20
A0A0Q9PNS6	LC20
A0A0Q9QAF1	LC21
A0A0Q9QVL2	LC18
A0A0Q9QX39	LC41
A0A0Q9R6R1	LC13
A0A0Q9RL04	LC41
A0A0Q9S0J6	LC03
A0A0Q9SM09	LC00
A0A0Q9SUA7	LC00
A0A0Q9T787	LC41
A0A0Q9TK03	LC36
A0A0Q9UPR3	LC36
A0A0Q9XRH6	LC06
A0A0Q9Z379	LC27
A0A0Q9ZB41	LC27
A0A0Q9ZKG0	LC18
A0A0Q9ZUA3	LC18
A0A0R0A8V6	LC07
A0A0R0AR22	LC06
A0A0R0BCI7	LC06
A0A0R0BLU7	LC06
A0A0R0BXQ0	LC06
A0A0R0C459	LC06
A0A0R0CEC2	LC25
A0A0R0CXN7	LC06
A0A0R0D4P4	LC06
A0A0R0DJT8	LC06
A0A0R0DTU6	LC06
A0A0R0LKY4	LC05
A0A0R0M1V7	LC37
A0A0R0MNT6	LC30
A0A0R0S3M7	LC23
A0A0R1EY51	LC02
A0A0R1EYT3	LC25
A0A0R1FWV2	LC02
A0A0R1G207	LC06
A0A0R1GMV6	LC25
A0A0R1GTG6	LC25
A0A0R1HRA2	LC06
A0A0R1I2X9	LC00
A0A0R1IX32	LC00
A0A0R1JD36	LC06
A0A0R1JGW5	LC05
